"projectID";"topic";"title"
"748642";"MSCA-IF-2016";"Individual Fellowships"
"689150";"WATER-2b-2015";"Integrated approaches to food security, low-carbon energy, sustainable water management and climate change mitigation:"
"776479";"SC5-06-2016-2017";"Pathways towards the decarbonisation and resilience of the European economy in the timeframe 2030-2050 and beyond"
"660616";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"821471";"LC-CLA-01-2018";"Supporting the development of climate policies to deliver on the Paris Agreement, through Integrated Assessment Models (IAMs)"
"820970";"LC-CLA-08-2018";"Addressing knowledge gaps in climate science, in support of IPCC reports"
"813844";"MSCA-ITN-2018";"Innovative Training Networks"
"641811";"WATER-2a-2014";"Water cycle under future climate"
"776646";"SC5-07-2017";"Coordinating and supporting research and innovation actions on the decarbonisation of the EU economy"
"730459";"SC5-06-2016-2017";"Pathways towards the decarbonisation and resilience of the European economy in the timeframe 2030-2050 and beyond"
"870337";"LC-SPACE-04-EO-2019";"Copernicus evolution – Research activities in support of cross-cutting applications between Copernicus services"
"101003815";"LC-CLA-10-2020";"Scientific support to designing mitigation pathways and policies"
"730403";"SC5-06-2016-2017";"Pathways towards the decarbonisation and resilience of the European economy in the timeframe 2030-2050 and beyond"
"101036458";"LC-GD-9-2-2020";"Developing end-user products and services for all stakeholders and citizens supporting climate adaptation and mitigation"
"856555";"ERC-2019-SyG";"ERC Synergy Grant"
"870649";"MIGRATION-01-2019";"Understanding migration mobility patterns: elaborating mid and long-term migration scenarios"
"821010";"LC-CLA-03-2018";"Climate change impacts in Europe"
"809965";"WIDESPREAD-05-2017";"Twinning"
"739578";"WIDESPREAD-01-2016-2017";"Teaming Phase 2"
"642147";"SC5-03b-2014";"Linkages between climate change actions and sustainable development"
"101022965";"LC-SC3-EC-5-2020";"Supporting public authorities in driving the energy transition"
"807281";"WIDESPREAD-05-2017";"Twinning"
"811099";"WIDESPREAD-05-2017";"Twinning"
"811040";"WIDESPREAD-03-2017";"ERA Chairs"
"739508";"WIDESPREAD-01-2016-2017";"Teaming Phase 2"
"810764";"WIDESPREAD-05-2017";"Twinning"
"810980";"WIDESPREAD-05-2017";"Twinning"
"763559";"WIDESPREAD-04-2017";"Teaming Phase 1"
"810626";"WIDESPREAD-05-2017";"Twinning"
"810630";"WIDESPREAD-03-2017";"ERA Chairs"
"810708";"WIDESPREAD-05-2017";"Twinning"
"810310";"WIDESPREAD-03-2017";"ERA Chairs"
"811017";"WIDESPREAD-03-2017";"ERA Chairs"
"810329";"WIDESPREAD-05-2017";"Twinning"
"810645";"WIDESPREAD-03-2017";"ERA Chairs"
"810224";"WIDESPREAD-05-2017";"Twinning"
"810144";"WIDESPREAD-05-2017";"Twinning"
"657768";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"101025683";"MSCA-IF-2020";"Individual Fellowships"
"659910";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"683099";"ERC-CoG-2015";"ERC Consolidator Grant"
"895671";"MSCA-IF-2019";"Individual Fellowships"
"644167";"MSCA-RISE-2014";"Marie Skłodowska-Curie Research and Innovation Staff Exchange (RISE)"
"841247";"MSCA-IF-2018";"Individual Fellowships"
"897384";"MSCA-IF-2019";"Individual Fellowships"
"657546";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"639707";"ERC-StG-2014";"ERC Starting Grant"
"660375";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"891144";"MSCA-IF-2019";"Individual Fellowships"
"892574";"MSCA-IF-2019";"Individual Fellowships"
"752022";"MSCA-IF-2016";"Individual Fellowships"
"724290";"ERC-2016-COG";"ERC Consolidator Grant"
"101027065";"MSCA-IF-2020";"Individual Fellowships"
"845479";"MSCA-IF-2018";"Individual Fellowships"
"657517";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"742235";"MSCA-IF-2016";"Individual Fellowships"
"804135";"ERC-2018-STG";"ERC Starting Grant"
"834052";"MSCA-IF-2018";"Individual Fellowships"
"746421";"MSCA-IF-2016";"Individual Fellowships"
"735952";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"733627";"SMEInst-07-2016-2017";"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
"794447";"MSCA-IF-2017";"Individual Fellowships"
"727292";"ERC-PoC-2016";"ERC-Proof of Concept-2016"
"681777";"ERC-CoG-2015";"ERC Consolidator Grant"
"863170";"FETOPEN-01-2018-2019-2020";"FET-Open Challenging Current Thinking"
"661715";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"752845";"MSCA-IF-2016";"Individual Fellowships"
"645693";"MSCA-RISE-2014";"Marie Skłodowska-Curie Research and Innovation Staff Exchange (RISE)"
"648364";"ERC-CoG-2014";"ERC Consolidator Grant"
"101007299";"MSCA-RISE-2020";"Research and Innovation Staff Exchange"
"101002208";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"868406";"EIC-SMEInst-2018-2020";"SME instrument"
"745727";"MSCA-IF-2016";"Individual Fellowships"
"838711";"MSCA-IF-2018";"Individual Fellowships"
"725554";"ERC-2016-COG";"ERC Consolidator Grant"
"661429";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"768826";"ERC-2017-PoC";"ERC-Proof of Concept"
"747392";"MSCA-IF-2016";"Individual Fellowships"
"637472";"ERC-StG-2014";"ERC Starting Grant"
"660935";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"949208";"ERC-2020-STG";"ERC STARTING GRANTS"
"795614";"MSCA-IF-2017";"Individual Fellowships"
"101024357";"MSCA-IF-2020";"Individual Fellowships"
"840915";"MSCA-IF-2018";"Individual Fellowships"
"842826";"MSCA-IF-2018";"Individual Fellowships"
"835108";"ERC-2018-ADG";"ERC Advanced Grant"
"844093";"MSCA-IF-2018";"Individual Fellowships"
"697125";"SFS-08-2015-1";"Resource-efficient eco-innovative food production and processing"
"796194";"MSCA-IF-2017";"Individual Fellowships"
"834221";"ERC-2018-ADG";"ERC Advanced Grant"
"787552";"ERC-2017-ADG";"ERC Advanced Grant"
"837197";"MSCA-IF-2018";"Individual Fellowships"
"638536";"ERC-StG-2014";"ERC Starting Grant"
"896775";"MSCA-IF-2019";"Individual Fellowships"
"795082";"MSCA-IF-2017";"Individual Fellowships"
"662107";"ECSEL-01-2014";"ECSEL Key Applications and Essential Technologies (RIA)"
"691717";"LCE-03-2015";"Demonstration of renewable electricity and heating/cooling technologies"
"885076";"ERC-2019-ADG";"ERC Advanced Grant"
"101003373";"WF-02-2019";"Widening Fellowships"
"746628";"MSCA-IF-2016";"Individual Fellowships"
"682435";"ERC-CoG-2015";"ERC Consolidator Grant"
"881574";"S2R-CFM-IP3-01-2019";"Intelligent asset management finalisation"
"780073";"ICT-28-2017";"Robotics Competition, coordination and support"
"740859";"SEC-12-FCT-2016-2017";"Technologies for prevention, investigation, and mitigation in the context of fight against crime and terrorism"
"776469";"SC5-14-2016-2017";"Raw materials Innovation actions"
"886567";"BBI-2019-SO2-R3";"Apply microorganisms and/or enzymes to resolve end-of-life issues of plastics"
"958398";"LC-EEB-08-2020";"Digital Building Twins (RIA)"
"768576";"EEB-05-2017";"Development of near zero energy building renovation"
"723829";"EE-10-2016";"Supporting accelerated and cost-effective deep renovation of buildings through Public Private Partnership (EeB PPP)"
"730280";"SC5-21-2016-2017";"Cultural heritage as a driver for sustainable growth"
"745578";"BBI-2016-R07";"Biopolymers with advanced functionalities for high performance applications"
"779606";"FCH-02-10-2017";"Transportable FC gensets for temporary power supply in urban applications"
"826304";"SC1-DTH-03-2018";"Adaptive smart working and living environments supporting active and healthy ageing"
"815178";"ICT-17-2018";"5G End to End Facility"
"792049";"BBI.2017.D5";"Advanced bio-based fibres and materials for large-volume applications"
"723583";"EEB-04-2016";"New technologies and strategies for the development of pre-fabricated elements through the reuse and recycling of construction materials and structures"
"671705";"ICT-14-2014";"Advanced 5G Network Infrastructure for the Future Internet"
"700844";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"101037075";"LC-GD-4-1-2020";"Building and renovating in an energy and resource efficient way"
"734832";"MSCA-RISE-2016";"Research and Innovation Staff Exchange"
"829161";"FETOPEN-01-2018-2019-2020";"FET-Open Challenging Current Thinking"
"101008058";"MSCA-RISE-2020";"Research and Innovation Staff Exchange"
"732679";"IoT-01-2016";"Large Scale Pilots"
"824250";"LC-GV-01-2018";"Integrated, brand-independent architectures, components and systems for next generation electrified vehicles optimised for the infrastructure"
"723051";"ART-02-2016";"Automation pilots for passenger cars"
"785125";"EE-06-2016-2017";"Engaging private consumers towards sustainable energy"
"761413";"ICT-07-2017";"5G PPP Research and Validation of critical technologies and systems"
"661362";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"723324";"ART-04-2016";"Safety and end-user acceptance aspects of road automation in the transition period"
"780069";"ICT-20-2017";"Tools for smart digital content in the creative industries"
"643774";"HCO-05-2014";"Global Alliance for Chronic Diseases: prevention and treatment of type 2 diabetes"
"643262";"EUJ-1-2014";"Technologies combining big data, internet of things in the cloud"
"870436";"SPACE-13-TEC-2019";"SRC – In-Space electrical propulsion and station keeping"
"639859";"ERC-PoC-2014";"ERC Proof of Concept Grant"
"688382";"ICT-19-2015";"Technologies for creative industries, social media and convergence"
"715775";"JTI-CS2-2015-CFP02-ENG-03-01";"Industry focused eco-design"
"642742";"MSCA-ITN-2014-ETN";"Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)"
"681120";"HCO-06-2015";"Global Alliance for Chronic Diseases. Prevention and treatment of lung diseases"
"687295";"PROTEC-1-2015";"Passive means to reduce the impact of Space Debris"
"724095";"GV-03-2016";"System and cost optimised hybridisation of road vehicles"
"746298";"MSCA-IF-2016";"Individual Fellowships"
"101019645";"SU-DS02-2020";"Intelligent security and privacy management"
"952697";"SU-ICT-02-2020";"Building blocks for resilience in evolving ICT systems"
"687860";"ICT-12-2015";"Integrating experiments and facilities in FIRE+"
"768686";"NMBP-13-2017";"Cross-cutting KETs for diagnostics at the point-of-care"
"671617";"ICT-14-2014";"Advanced 5G Network Infrastructure for the Future Internet"
"840264";"MSCA-IF-2018";"Individual Fellowships"
"700893";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"669132";"ERC-ADG-2014";"ERC Advanced Grant"
"951549";"ERC-2020-SyG";"ERC Synergy Grant"
"758834";"ERC-2017-STG";"ERC Starting Grant"
"714642";"ERC-2016-STG";"ERC Starting Grant"
"779939";"ERC-2017-PoC";"ERC-Proof of Concept"
"665671";"ERC-PoC-2014";"ERC Proof of Concept Grant"
"759655";"ERC-2017-STG";"ERC Starting Grant"
"724103";"ERC-2016-COG";"ERC Consolidator Grant"
"695225";"ERC-ADG-2015";"ERC Advanced Grant"
"758572";"ERC-2017-STG";"ERC Starting Grant"
"670103";"ERC-ADG-2014";"ERC Advanced Grant"
"737476";"ERC-PoC-2016";"ERC-Proof of Concept-2016"
"802822";"ERC-2018-STG";"ERC Starting Grant"
"833848";"ERC-2018-ADG";"ERC Advanced Grant"
"715571";"ERC-2016-STG";"ERC Starting Grant"
"714235";"ERC-2016-STG";"ERC Starting Grant"
"772436";"ERC-2017-COG";"ERC Consolidator Grant"
"681712";"ERC-CoG-2015";"ERC Consolidator Grant"
"101000442";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"682426";"ERC-CoG-2015";"ERC Consolidator Grant"
"802701";"ERC-2018-STG";"ERC Starting Grant"
"802940";"ERC-2018-STG";"ERC Starting Grant"
"665216";"ERC-PoC-2014";"ERC Proof of Concept Grant"
"724362";"ERC-2016-COG";"ERC Consolidator Grant"
"670146";"ERC-ADG-2014";"ERC Advanced Grant"
"832874";"ERC-2018-ADG";"ERC Advanced Grant"
"866070";"ERC-2019-COG";"ERC Consolidator Grant"
"948057";"ERC-2020-STG";"ERC STARTING GRANTS"
"850614";"ERC-2019-STG";"ERC Starting Grant"
"771844";"ERC-2017-COG";"ERC Consolidator Grant"
"714853";"ERC-2016-STG";"ERC Starting Grant"
"819892";"ERC-2018-COG";"ERC Consolidator Grant"
"666053";"ERC-ADG-2014";"ERC Advanced Grant"
"819644";"ERC-2018-COG";"ERC Consolidator Grant"
"759853";"ERC-2017-STG";"ERC Starting Grant"
"852814";"ERC-2019-STG";"ERC Starting Grant"
"949478";"ERC-2020-STG";"ERC STARTING GRANTS"
"770884";"ERC-2017-COG";"ERC Consolidator Grant"
"832256";"ERC-2018-ADG";"ERC Advanced Grant"
"771349";"ERC-2017-COG";"ERC Consolidator Grant"
"864672";"ERC-2019-COG";"ERC Consolidator Grant"
"101002867";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"786445";"ERC-2017-PoC";"ERC-Proof of Concept"
"840331";"ERC-2018-PoC";"ERC Proof of Concept Grant"
"101002406";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"864729";"ERC-2019-COG";"ERC Consolidator Grant"
"866005";"ERC-2019-COG";"ERC Consolidator Grant"
"874581";"ERC-2019-POC";"ERC Proof of Concept Grant"
"947923";"ERC-2020-STG";"ERC STARTING GRANTS"
"640926";"ERC-PoC-2014";"ERC Proof of Concept Grant"
"948476";"ERC-2020-STG";"ERC STARTING GRANTS"
"790155";"ERC-2017-PoC";"ERC-Proof of Concept"
"682150";"ERC-CoG-2015";"ERC Consolidator Grant"
"681696";"ERC-CoG-2015";"ERC Consolidator Grant"
"101001839";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"669545";"ERC-ADG-2014";"ERC Advanced Grant"
"680873";"ERC-PoC-2015";"ERC Proof of Concept Grant"
"647281";"ERC-CoG-2014";"ERC Consolidator Grant"
"714609";"ERC-2016-STG";"ERC Starting Grant"
"682711";"ERC-CoG-2015";"ERC Consolidator Grant"
"863808";"ERC-2019-COG";"ERC Consolidator Grant"
"725240";"ERC-2016-COG";"ERC Consolidator Grant"
"759432";"ERC-2017-STG";"ERC Starting Grant"
"669253";"ERC-ADG-2014";"ERC Advanced Grant"
"101001407";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"680559";"ERC-PoC-2015";"ERC Proof of Concept Grant"
"899840";"ERC-2019-POC";"ERC Proof of Concept Grant"
"766936";"ERC-2017-PoC";"ERC-Proof of Concept"
"948264";"ERC-2020-STG";"ERC STARTING GRANTS"
"682417";"ERC-CoG-2015";"ERC Consolidator Grant"
"759800";"ERC-2017-STG";"ERC Starting Grant"
"647289";"ERC-CoG-2014";"ERC Consolidator Grant"
"756444";"ERC-2017-STG";"ERC Starting Grant"
"863393";"ERC-2019-COG";"ERC Consolidator Grant"
"899773";"ERC-2019-POC";"ERC Proof of Concept Grant"
"875328";"ERC-2019-POC";"ERC Proof of Concept Grant"
"101018743";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"850784";"ERC-2019-STG";"ERC Starting Grant"
"664926";"ERC-PoC-2014";"ERC Proof of Concept Grant"
"715787";"ERC-2016-STG";"ERC Starting Grant"
"771766";"ERC-2017-COG";"ERC Consolidator Grant"
"648201";"ERC-CoG-2014";"ERC Consolidator Grant"
"852189";"ERC-2019-STG";"ERC Starting Grant"
"882929";"ERC-2019-ADG";"ERC Advanced Grant"
"810111";"ERC-2018-SyG";"ERC Synergy Grant"
"101001051";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"700812";"ERC-PoC-2015";"ERC Proof of Concept Grant"
"692981";"ERC-ADG-2015";"ERC Advanced Grant"
"714754";"ERC-2016-STG";"ERC Starting Grant"
"101002599";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"670126";"ERC-ADG-2014";"ERC Advanced Grant"
"834455";"ERC-2018-ADG";"ERC Advanced Grant"
"882424";"ERC-2019-ADG";"ERC Advanced Grant"
"812672";"ERC-2018-PoC";"ERC Proof of Concept Grant"
"670337";"ERC-ADG-2014";"ERC Advanced Grant"
"669505";"ERC-ADG-2014";"ERC Advanced Grant"
"724835";"ERC-2016-COG";"ERC Consolidator Grant"
"884139";"ERC-2019-ADG";"ERC Advanced Grant"
"676835";"ERC-PoC-2015";"ERC Proof of Concept Grant"
"670668";"ERC-ADG-2014";"ERC Advanced Grant"
"725149";"ERC-2016-COG";"ERC Consolidator Grant"
"833647";"ERC-2018-ADG";"ERC Advanced Grant"
"739574";"WIDESPREAD-01-2016-2017";"Teaming Phase 2"
"670792";"ERC-ADG-2014";"ERC Advanced Grant"
"739566";"WIDESPREAD-01-2016-2017";"Teaming Phase 2"
"714122";"ERC-2016-STG";"ERC Starting Grant"
"819540";"ERC-2018-COG";"ERC Consolidator Grant"
"682317";"ERC-CoG-2015";"ERC Consolidator Grant"
"101001270";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"851891";"ERC-2019-STG";"ERC Starting Grant"
"757173";"ERC-2017-STG";"ERC Starting Grant"
"715631";"ERC-2016-STG";"ERC Starting Grant"
"835263";"ERC-2018-ADG";"ERC Advanced Grant"
"714196";"ERC-2016-STG";"ERC Starting Grant"
"101020617";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"739573";"WIDESPREAD-01-2016-2017";"Teaming Phase 2"
"101003083";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"695596";"ERC-ADG-2015";"ERC Advanced Grant"
"811087";"WIDESPREAD-05-2017";"Twinning"
"772259";"ERC-2017-COG";"ERC Consolidator Grant"
"810729";"WIDESPREAD-05-2017";"Twinning"
"739572";"WIDESPREAD-01-2016-2017";"Teaming Phase 2"
"763560";"WIDESPREAD-04-2017";"Teaming Phase 1"
"763635";"WIDESPREAD-04-2017";"Teaming Phase 1"
"810856";"WIDESPREAD-05-2017";"Twinning"
"824920";"INNOSUP-01-2018-2020";"Cluster facilitated projects for new industrial value chains"
"739593";"WIDESPREAD-01-2016-2017";"Teaming Phase 2"
"810812";"WIDESPREAD-05-2017";"Twinning"
"811068";"WIDESPREAD-05-2017";"Twinning"
"739592";"WIDESPREAD-01-2016-2017";"Teaming Phase 2"
"739582";"WIDESPREAD-01-2016-2017";"Teaming Phase 2"
"810775";"WIDESPREAD-05-2017";"Twinning"
"810321";"WIDESPREAD-05-2017";"Twinning"
"763643";"WIDESPREAD-04-2017";"Teaming Phase 1"
"810652";"WIDESPREAD-05-2017";"Twinning"
"809988";"WIDESPREAD-05-2017";"Twinning"
"809943";"WIDESPREAD-05-2017";"Twinning"
"763566";"WIDESPREAD-04-2017";"Teaming Phase 1"
"810809";"WIDESPREAD-05-2017";"Twinning"
"810850";"WIDESPREAD-05-2017";"Twinning"
"825189";"ICT-31-2018-2019";"EU-US collaboration on NGI"
"811034";"WIDESPREAD-05-2017";"Twinning"
"810105";"WIDESPREAD-05-2017";"Twinning"
"810755";"WIDESPREAD-03-2017";"ERA Chairs"
"945307";"SC1-BHC-29-2020";"Innovative actions for improving urban health and wellbeing - addressing environment, climate and socioeconomic factors"
"952169";"WIDESPREAD-05-2020";"Twinning"
"864242";"LC-SC3-SCC-1-2018-2019-2020";"Smart Cities and Communities"
"825904";"SC1-HCO-11-2018";"Strategic collaboration in health research and innovation between EU and China"
"101004709";"GOVERNANCE-20-2020";"Centres/Networks of European research and innovation"
"822273";"GOVERNANCE-08-2018";"Partnering for viability assessments of innovative solutions for markets outside Europe"
"814530";"NMBP-13-2018";"Risk Governance of nanotechnology (RIA)"
"871129";"INFRADEV-03-2018-2019";"Individual support to ESFRI and other world-class research infrastructures"
"818187";"LC-SFS-19-2018-2019";"Climate-smart and resilient farming"
"692373";"H2020-TWINN-2015";"Twinning"
"818496";"RUR-01-2018-2019";"Building modern rural policies on long-term visions and societal engagement"
"957751";"LC-SC3-SCC-1-2018-2019-2020";"Smart Cities and Communities"
"733554";"ENG-GLOBALLY-09-2016";"Centres/Networks of European research and innovation"
"101004518";"IBA-SC6-Near-2020";"Centres/Networks of European research and innovation: follow-up of the NearUS action"
"645785";"INT-02-2014";"Encouraging the research and innovation cooperation between the Union and selected regional partners – proposals targeting Black Sea, Middle East, Africa"
"101004085";"SU-SPACE-EGNSS-3-2019-2020";"EGNSS applications fostering societal resilience and protecting the environment"
"692520";"INT-01-2015";"Enhancing and focusing research and innovation cooperation with the Union’s key international partner countries - proposals targeting Australia, USA, Brazil, South Africa, Ukraine"
"780498";"ICT-39-2016-2017";"International partnership building in low and middle income countries"
"101004572";"IBA-SC6-CEBRABIC-2020";"Centres/Networks of European research and innovation: follow-up of the CEBRABIC action"
"662268";"NFRP-12-2014";"Nuclear developments and interaction with society"
"872427";"SwafS-12-2019";"The gender perspective of science, technology and innovation (STI) in dialogue with third countries"
"733286";"ENG-GLOBALLY-09-2016";"Centres/Networks of European research and innovation"
"777795";"INNOSUP-01-2016-2017";"Cluster facilitated projects for new industrial value chains"
"685931";"NMP-32-2015";"Societal engagement on responsible nanotechnology"
"692468";"INT-01-2015";"Enhancing and focusing research and innovation cooperation with the Union’s key international partner countries - proposals targeting Australia, USA, Brazil, South Africa, Ukraine"
"818395";"BG-08-2018-2019";"All Atlantic Ocean Research Alliance Flagship"
"871140";"INFRASUPP-01-2018-2019";"Policy and international cooperation measures for research infrastructures"
"641739";"WATER-2a-2014";"Water cycle under future climate"
"822735";"GOVERNANCE-06-2018";"Trends and forward-looking scenarios in global governance"
"883947";"LC-SC3-CC-1-2018-2019-2020";"Social Sciences and Humanities (SSH) aspects of the Clean-Energy Transition"
"645775";"INT-01-2014";"Enhancing and focusing research and innovation cooperation with the Union’s key international partner countries - proposals targeting Russia and China"
"733531";"ENG-GLOBALLY-09-2016";"Centres/Networks of European research and innovation"
"692471";"INT-02-2015";"Encouraging the research and innovation cooperation between the Union and selected regional partners – proposals targeting Southern Mediterranean Neighbourhood, Eastern Partnership"
"788217";"SwafS-13-2017";"Integrating Society in Science and Innovation – An approach to co-creation"
"742798";"ERC-2016-ADG";"ERC Advanced Grant"
"742989";"ERC-2016-ADG";"ERC Advanced Grant"
"821427";"SC5-12-2018";"EU-India water co-operation"
"741276";"ERC-2016-ADG";"ERC Advanced Grant"
"743165";"ERC-2016-ADG";"ERC Advanced Grant"
"743016";"ERC-2016-ADG";"ERC Advanced Grant"
"743035";"ERC-2016-ADG";"ERC Advanced Grant"
"742390";"ERC-2016-ADG";"ERC Advanced Grant"
"743077";"ERC-2016-ADG";"ERC Advanced Grant"
"742631";"ERC-2016-ADG";"ERC Advanced Grant"
"741123";"ERC-2016-ADG";"ERC Advanced Grant"
"741269";"ERC-2016-ADG";"ERC Advanced Grant"
"742335";"ERC-2016-ADG";"ERC Advanced Grant"
"742684";"ERC-2016-ADG";"ERC Advanced Grant"
"741767";"ERC-2016-ADG";"ERC Advanced Grant"
"742020";"ERC-2016-ADG";"ERC Advanced Grant"
"741491";"ERC-2016-ADG";"ERC Advanced Grant"
"741623";"ERC-2016-ADG";"ERC Advanced Grant"
"742195";"ERC-2016-ADG";"ERC Advanced Grant"
"743074";"ERC-2016-ADG";"ERC Advanced Grant"
"742224";"ERC-2016-ADG";"ERC Advanced Grant"
"740704";"ERC-2016-ADG";"ERC Advanced Grant"
"742067";"ERC-2016-ADG";"ERC Advanced Grant"
"740472";"ERC-2016-ADG";"ERC Advanced Grant"
"742288";"ERC-2016-ADG";"ERC Advanced Grant"
"742290";"ERC-2016-ADG";"ERC Advanced Grant"
"742712";"ERC-2016-ADG";"ERC Advanced Grant"
"741084";"ERC-2016-ADG";"ERC Advanced Grant"
"742922";"ERC-2016-ADG";"ERC Advanced Grant"
"742637";"ERC-2016-ADG";"ERC Advanced Grant"
"743312";"ERC-2016-ADG";"ERC Advanced Grant"
"742573";"ERC-2016-ADG";"ERC Advanced Grant"
"748336";"MSCA-IF-2016";"Individual Fellowships"
"766975";"FETOPEN-01-2016-2017";"FET-Open research and innovation actions"
"675530";"MSCA-ITN-2015-ETN";"Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)"
"101024120";"MSCA-IF-2020";"Individual Fellowships"
"787932";"ERC-2017-ADG";"ERC Advanced Grant"
"681055";"HCO-12-2015";"ERA NET: Antimicrobial resistance"
"721456";"MSCA-ITN-2016";"Innovative Training Networks"
"664918";"FETOPEN-RIA-2014-2015";"FET-Open research projects"
"101038088";"WF-03-2020";"Widening Fellowships"
"804068";"ERC-2018-STG";"ERC Starting Grant"
"887923";"MSCA-IF-2019";"Individual Fellowships"
"677770";"ERC-StG-2015";"ERC Starting Grant"
"101029099";"MSCA-IF-2020";"Individual Fellowships"
"670823";"ERC-ADG-2014";"ERC Advanced Grant"
"884163";"MSCA-IF-2019";"Individual Fellowships"
"886198";"MSCA-IF-2019";"Individual Fellowships"
"805609";"SMEInst-05-2016-2017";"Supporting innovative SMEs in the healthcare biotechnology sector"
"744268";"SMEInst-05-2016-2017";"Supporting innovative SMEs in the healthcare biotechnology sector"
"948753";"ERC-2020-STG";"ERC STARTING GRANTS"
"772178";"ERC-2017-COG";"ERC Consolidator Grant"
"661496";"MSCA-IF-2014-GF";"Marie Skłodowska-Curie Individual Fellowships (IF-GF)"
"828412";"EIC-SMEInst-2018-2020";"SME instrument"
"726152";"ERC-2016-COG";"ERC Consolidator Grant"
"656853";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"635617";"ERC-StG-2014";"ERC Starting Grant"
"659801";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"101026287";"MSCA-IF-2020";"Individual Fellowships"
"890545";"MSCA-IF-2019";"Individual Fellowships"
"670216";"ERC-ADG-2014";"ERC Advanced Grant"
"755234";"SC1-PM-08-2017";"New therapies for rare diseases"
"750772";"MSCA-IF-2016";"Individual Fellowships"
"724482";"ERC-2016-COG";"ERC Consolidator Grant"
"714934";"ERC-2016-STG";"ERC Starting Grant"
"786645";"MSCA-IF-2017";"Individual Fellowships"
"766811";"ERC-2017-PoC";"ERC-Proof of Concept"
"639209";"ERC-StG-2014";"ERC Starting Grant"
"881101";"EIC-SMEInst-2018-2020";"SME instrument"
"101003229";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"725523";"ERC-2016-COG";"ERC Consolidator Grant"
"865615";"ERC-2019-COG";"ERC Consolidator Grant"
"656323";"MSCA-IF-2014-GF";"Marie Skłodowska-Curie Individual Fellowships (IF-GF)"
"639123";"ERC-StG-2014";"ERC Starting Grant"
"945638";"EIC-SMEInst-2018-2020";"SME instrument"
"802544";"ERC-2018-STG";"ERC Starting Grant"
"685909";"NMP-06-2015";"Novel nanomatrices and nanocapsules"
"655978";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"702478";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"820187";"ERC-2018-COG";"ERC Consolidator Grant"
"749312";"MSCA-IF-2016";"Individual Fellowships"
"773567";"SFS-17-2017";"Innovations in plant protection"
"798305";"MSCA-IF-2017";"Individual Fellowships"
"746270";"MSCA-IF-2016";"Individual Fellowships"
"694610";"ERC-ADG-2015";"ERC Advanced Grant"
"693630";"ERC-ADG-2015";"ERC Advanced Grant"
"679209";"ERC-StG-2015";"ERC Starting Grant"
"810685";"WIDESPREAD-05-2017";"Twinning"
"856130";"EIC-SMEInst-2018-2020";"SME instrument"
"793911";"MSCA-IF-2017";"Individual Fellowships"
"692637";"ERC-ADG-2015";"ERC Advanced Grant"
"863102";"FETOPEN-01-2018-2019-2020";"FET-Open Challenging Current Thinking"
